Avg-7832,Avg-5411,Avg-5812,Avg-7032,Avg-5983,Avg-4111,Avg-5999,Avg-5691,Avg-4814,Avg-5621,TargetMCC1,AgeGroup_20,AgeGroup_30,AgeGroup_40,MaritalStatus_Married,MaritalStatus_Single,Day_Weekday,Day_Weekend,Gender_F,Gender_M,City_ISL,City_KHI,City_LHR
0,22,10,3,3,5,7,2,0,48,5621,0,0,1,1,0,1,0,1,0,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,0,1,0,1,1,0,1,0,0
10,5,0,0,32,24,0,0,0,31,5983,0,0,1,1,0,1,0,0,1,0,0,1
10,5,0,0,32,22,0,0,0,31,5983,0,0,1,1,0,1,0,1,0,0,1,0
65,0,10,0,0,30,0,15,0,0,7832,0,0,1,1,0,0,1,1,0,1,0,0
0,11,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,0,1,1,0,0,0,1
0,4,0,61,32,0,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
0,10,0,0,5,0,0,0,0,0,7832,1,0,0,0,1,1,0,0,1,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,0,1,1,0,1,0,1,0,1,0,0
0,20,11,14,5,28,0,45,0,2,4111,0,0,1,1,0,1,0,1,0,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,0,0,1,1,0,1,0,1,0,0,1,0
82,5,12,20,0,0,0,0,0,0,5812,0,1,0,1,0,0,1,0,1,0,0,1
0,44,0,10,25,5,5,5,15,0,5411,1,0,0,0,1,1,0,0,1,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,0,0,1,1,0,1,0,1,0,0,0,1
10,15,0,0,32,0,15,0,0,38,5621,0,1,0,0,1,1,0,0,1,0,1,0
65,0,0,0,0,20,0,15,0,0,7832,1,0,0,0,1,0,1,1,0,1,0,0
0,21,11,10,5,25,6,45,1,0,4111,0,0,1,1,0,1,0,1,0,0,1,0
10,22,20,10,5,5,5,5,15,0,5411,0,0,1,0,1,1,0,1,0,0,1,0
0,12,0,62,21,5,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
0,4,0,61,32,5,0,0,0,0,7032,0,1,0,1,0,1,0,0,1,1,0,0
10,5,0,0,32,0,15,38,0,0,5691,1,0,0,1,0,1,0,1,0,0,1,0
10,25,20,10,15,5,5,5,15,0,5411,0,0,1,1,0,1,0,0,1,0,1,0
65,0,0,0,5,20,0,15,0,0,7832,0,1,0,0,1,0,1,1,0,1,0,0
0,2,0,62,32,4,0,0,0,0,7032,0,0,1,1,0,0,1,0,1,1,0,0
10,2,0,50,32,5,0,0,0,0,7032,1,0,0,0,1,1,0,1,0,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,0,1,0,0,1,1,0,1,0,0,0,1
0,4,0,61,32,5,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
0,20,10,10,5,5,5,45,0,0,5691,0,0,1,1,0,1,0,1,0,0,1,0
0,10,0,48,25,5,0,0,4,0,7032,0,1,0,0,1,1,0,1,0,1,0,0
0,30,10,10,5,5,5,0,0,45,5621,1,0,0,1,0,1,0,1,0,0,1,0
0,2,0,62,22,0,15,38,15,0,5691,0,0,1,0,1,1,0,1,0,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,0,1,0,1,0,1,0,1,0,0,0,1
10,12,0,0,25,22,0,0,0,0,4111,0,1,0,1,0,1,0,0,1,0,0,1
10,10,0,0,5,0,0,0,0,0,7832,1,0,0,1,0,1,0,1,0,1,0,0
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,1,0,1,0,1,0,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,0,1,0,1,1,0,1,0,0
0,13,69,15,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,0,1,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,0,1,1,0,0,1,0
85,12,0,0,14,0,0,0,0,0,7832,0,1,0,0,1,0,1,0,1,0,1,0
44,5,0,0,12,0,0,0,0,0,7832,0,1,0,1,0,0,1,0,1,0,0,1
10,5,0,0,32,0,15,38,0,0,5691,0,1,0,1,0,1,0,1,0,0,0,1
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,1,0,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,1,0,0,1,0,1,0,1,0
0,44,0,0,3,0,15,10,0,0,5411,1,0,0,0,1,1,0,1,0,0,0,1
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,1,0,0,1,1,0,0
10,25,20,10,5,5,5,5,15,0,5411,0,0,1,1,0,1,0,1,0,0,1,0
65,0,10,0,5,0,0,0,0,0,7832,0,1,0,1,0,0,1,1,0,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,1,0,1,0,0,0,1
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,0,1,1,0,0,1,0
0,21,0,0,5,5,5,0,0,0,5411,1,0,0,0,1,0,1,1,0,0,0,1
65,5,20,10,15,20,10,0,0,0,7832,0,1,0,1,0,1,0,1,0,0,1,0
10,5,0,0,32,22,0,0,0,31,5983,0,0,1,1,0,1,0,0,1,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,0,1,1,0,1,0,0
85,0,0,0,0,20,0,0,0,0,7832,0,0,1,0,1,1,0,0,1,0,1,0
5,10,10,10,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,0,1,0,1,0
65,0,10,0,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,1,0,0,1,0,1,0,0,1
0,23,0,0,5,5,5,45,0,0,5691,0,1,0,0,1,1,0,1,0,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,1,0,1,0,1,0,0
0,20,10,10,5,5,5,45,0,0,5691,0,0,1,1,0,1,0,1,0,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,1,0,1,0,0,1,0,1,0
0,11,0,48,21,5,0,0,4,0,7032,1,0,0,0,1,1,0,1,0,1,0,0
0,0,0,0,0,0,8,45,15,15,5691,1,0,0,0,1,1,0,0,1,0,0,1
0,13,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,0,1,1,0,1,0,0
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,0,1,1,0,1,0,0,1,0
85,0,0,0,0,0,0,45,0,0,7832,0,0,1,0,1,0,1,1,0,0,1,0
85,10,0,0,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,0,1,1,0,0
65,0,10,0,5,0,0,0,0,0,7832,0,1,0,1,0,0,1,1,0,0,0,1
0,22,10,3,3,5,7,48,0,2,5691,0,1,0,1,0,0,1,1,0,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,0,0,1,0,1,1,0,0,1,1,0,0
0,12,0,62,31,5,0,0,0,0,7032,1,0,0,0,1,1,0,1,0,1,0,0
10,25,20,10,5,5,5,5,15,0,5411,0,0,1,1,0,1,0,1,0,0,1,0
0,0,0,0,0,0,8,45,15,0,5691,1,0,0,0,1,1,0,1,0,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,1,0,0,0,1
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,1,0,1,0,1,0,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,1,0,1,0,1,0,0,1,0
10,25,20,10,5,5,5,5,15,0,5411,0,0,1,1,0,1,0,1,0,1,0,0
65,5,20,10,5,0,0,0,0,0,7832,1,0,0,0,1,1,0,0,1,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,0,0,1,1,0,1,0,1,0,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,1,0,0,1,0
2,5,0,62,32,0,5,0,0,0,7032,0,0,1,0,1,1,0,0,1,0,1,0
0,12,0,62,21,5,0,0,0,0,7032,0,0,1,0,1,0,1,1,0,1,0,0
85,5,10,0,32,0,0,0,0,0,7832,0,1,0,1,0,0,1,0,1,0,0,1
0,22,10,3,3,5,7,48,0,2,5691,0,0,1,1,0,0,1,1,0,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,1,0,0,1,1,0,0
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,1,0,0,1,1,0,1,0,0
10,22,0,0,5,5,5,5,15,0,5411,1,0,0,0,1,1,0,1,0,0,1,0
10,38,0,0,32,0,15,38,0,0,5691,0,1,0,0,1,1,0,1,0,1,0,0
0,11,0,0,5,38,5,20,1,0,4111,0,0,1,1,0,1,0,1,0,0,1,0
0,44,0,0,0,23,6,20,0,0,5411,0,1,0,1,0,1,0,0,1,1,0,0
0,5,12,20,0,23,0,5,15,0,4111,0,1,0,1,0,1,0,0,1,1,0,0
55,10,19,10,5,0,0,0,0,0,7832,0,1,0,1,0,0,1,0,1,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,0,1,1,0,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,0,1,0,1,1,0,0
10,25,20,10,15,5,5,5,15,0,5411,1,0,0,0,1,1,0,0,1,1,0,0
0,12,0,61,24,0,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,1,0
0,20,10,0,5,5,5,45,0,0,5691,0,1,0,1,0,1,0,1,0,1,0,0
10,25,20,10,5,5,5,5,15,0,5411,0,1,0,1,0,1,0,0,1,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,0,1,1,0,0
0,2,0,42,32,5,0,0,0,0,7032,1,0,0,1,0,0,1,0,1,0,0,1
10,22,20,10,5,5,5,5,15,0,5411,0,0,1,0,1,1,0,1,0,0,1,0
85,0,0,0,0,0,0,0,0,0,7832,1,0,0,0,1,0,1,1,0,1,0,0
0,44,0,0,5,5,5,10,0,0,5411,0,1,0,1,0,1,0,1,0,0,1,0
10,0,0,0,0,20,0,15,0,0,7832,0,0,1,0,1,0,1,1,0,1,0,0
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,1,0,0,1,1,0,1,0,0
10,25,20,10,5,5,5,5,15,0,5411,0,1,0,1,0,1,0,1,0,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,0,1,0,1,0,0,1
0,44,0,62,32,3,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,0,1,1,0,0,0,1
0,12,0,41,21,5,0,0,4,0,7032,1,0,0,0,1,1,0,0,1,1,0,0
10,2,10,10,32,5,0,0,0,0,7032,0,0,1,1,0,1,0,0,1,0,1,0
0,1,0,0,0,0,0,40,0,0,5691,1,0,0,0,1,1,0,1,0,1,0,0
10,25,20,0,5,5,5,5,15,0,5411,0,1,0,1,0,1,0,1,0,0,1,0
10,5,0,0,30,0,15,48,0,0,5691,1,0,0,0,1,0,1,1,0,1,0,0
0,22,10,3,3,5,7,48,0,2,5691,0,0,1,1,0,0,1,1,0,1,0,0
0,25,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,1,0,0,1,0,0,1
65,0,10,10,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,1,0,1,0,0
85,10,10,10,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,0,1,1,0,1,0,0
0,4,0,62,32,4,0,0,0,0,7032,0,1,0,0,1,1,0,0,1,0,0,1
10,2,0,48,21,5,0,0,4,0,7032,1,0,0,0,1,0,1,1,0,0,1,0
10,2,0,59,24,5,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,1,0
0,12,0,0,8,0,5,48,0,0,5691,1,0,0,0,1,1,0,1,0,0,1,0
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,0,1,1,0,1,0,0,1,0
10,12,0,48,21,5,0,0,4,0,7032,1,0,0,0,1,1,0,0,1,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,0,0,1,1,0,0,1,1,0,0,0,1
10,5,0,0,32,0,15,38,0,0,5691,0,1,0,1,0,1,0,1,0,1,0,0
85,0,10,0,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,0,1,0,1,0,0,1
10,44,0,0,32,0,15,38,0,0,5691,0,1,0,0,1,1,0,0,1,0,1,0
10,0,0,0,12,0,15,35,0,0,5691,0,1,0,0,1,0,1,1,0,1,0,0
0,11,0,48,21,0,0,0,4,0,7032,0,0,1,0,1,0,1,1,0,0,0,1
0,0,10,10,5,5,5,0,0,45,5621,0,1,0,1,0,0,1,0,1,0,0,1
85,12,10,10,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,0,1,0,1,0
10,25,20,10,5,5,5,5,15,0,5411,0,0,1,0,1,1,0,1,0,0,1,0
0,44,69,20,0,0,0,10,0,0,5812,0,1,0,0,1,1,0,1,0,1,0,0
55,0,10,19,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,1,0,0
10,2,0,0,32,0,15,38,0,0,5691,0,1,0,0,1,1,0,1,0,1,0,0
85,0,0,0,0,20,0,15,0,0,7832,0,0,1,0,1,1,0,1,0,0,1,0
5,6,0,0,0,23,0,15,0,0,7832,0,1,0,1,0,1,0,1,0,0,0,1
10,5,20,0,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,1,0,0,1,0
65,0,12,0,10,20,0,15,0,0,7832,0,0,1,0,1,1,0,1,0,0,1,0
65,10,0,0,5,20,0,15,0,0,7832,0,0,1,0,1,0,1,0,1,1,0,0
0,22,10,13,3,5,7,2,0,48,5621,1,0,0,1,0,1,0,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,0,1,1,0,1,0,0
0,44,0,0,27,3,15,20,0,0,5411,0,1,0,0,1,1,0,1,0,0,0,1
85,0,10,0,5,30,0,0,0,0,4111,0,0,1,0,1,1,0,0,1,0,1,0
10,5,0,0,32,0,15,38,0,0,5691,0,1,0,1,0,1,0,1,0,1,0,0
85,5,0,0,32,0,0,0,0,0,7832,0,1,0,1,0,0,1,0,1,0,0,1
0,20,10,10,5,5,5,45,0,0,5691,0,0,1,0,1,0,1,1,0,0,1,0
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,0,1,1,0,1,0,0,1,0
10,0,0,48,21,5,0,0,4,0,7032,1,0,0,0,1,1,0,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,0,1,0
10,5,50,0,32,0,15,0,0,38,5621,0,1,0,1,0,0,1,1,0,0,0,1
0,21,0,0,5,5,5,0,0,0,5621,1,0,0,0,1,0,1,1,0,1,0,0
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,0,1,1,0,1,0,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,0,0,1
0,11,0,62,21,8,0,0,0,0,7032,0,0,1,0,1,1,0,0,1,0,1,0
65,10,20,10,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,1,0,1,0,0
10,5,0,0,32,0,15,0,0,31,5621,1,0,0,0,1,1,0,0,1,0,1,0
10,5,0,0,32,32,0,0,0,31,5983,0,0,1,1,0,1,0,0,1,0,1,0
0,2,0,62,32,4,0,0,0,0,7032,0,0,1,1,0,0,1,1,0,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,1,0,0,0,1
65,0,0,0,0,20,0,15,0,0,7832,0,1,0,0,1,0,1,0,1,1,0,0
0,20,10,10,5,38,5,0,0,45,5621,0,1,0,1,0,1,0,1,0,0,0,1
10,5,0,0,32,20,15,38,0,0,5691,0,1,0,1,0,1,0,0,1,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,0,1,1,0,1,0,0
10,5,0,50,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,0,1,0
85,0,10,0,5,0,0,0,0,0,7832,0,1,0,1,0,0,1,1,0,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,1,0,1,0,1,0,0
0,14,69,20,0,0,0,0,0,0,5812,0,1,0,0,1,1,0,0,1,0,1,0
5,10,0,0,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,1,0,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,1,0,1,0,0,0,1
0,1,0,55,24,5,0,0,0,0,7032,1,0,0,0,1,0,1,0,1,0,1,0
0,4,0,62,32,4,0,0,0,0,7032,0,0,1,0,1,0,1,0,1,0,0,1
5,0,10,10,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,0,1,0,1,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,1,0,0,1,0
10,2,0,49,32,5,0,0,0,0,7032,0,0,1,1,0,1,0,0,1,0,1,0
10,12,0,0,0,0,0,0,0,0,7832,0,1,0,0,1,0,1,0,1,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,0,1,0
10,25,20,10,5,5,5,5,15,0,5411,0,0,1,0,1,1,0,1,0,1,0,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,1,0,1,0,0,1,0
0,20,10,0,5,5,5,45,0,0,5691,1,0,0,1,0,1,0,1,0,0,1,0
10,5,0,0,32,0,15,38,0,0,5691,1,0,0,0,1,1,0,0,1,1,0,0
0,14,0,19,20,0,0,0,0,0,7032,0,0,1,0,1,1,0,1,0,0,1,0
0,20,10,10,5,5,5,45,0,0,5691,1,0,0,1,0,0,1,1,0,0,1,0
0,22,10,13,3,5,7,2,0,48,5621,0,0,1,1,0,1,0,0,1,0,1,0
0,0,0,0,32,0,15,48,0,0,5691,0,0,1,1,0,0,1,1,0,0,0,1
0,24,12,14,5,25,5,5,15,2,4111,1,0,0,1,0,1,0,0,1,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,0,0,1
0,44,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,0,1,1,0,0,1,0
0,12,0,0,5,0,0,0,0,0,5411,0,1,0,0,1,0,1,1,0,1,0,0
85,0,0,0,0,0,0,0,0,0,7832,0,0,1,0,1,0,1,0,1,0,0,1
0,11,0,48,21,25,0,20,4,0,7032,0,0,1,0,1,1,0,1,0,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,1,0,1,0,0,1,0
0,21,0,0,5,5,5,0,0,0,5411,1,0,0,0,1,1,0,1,0,0,0,1
85,10,0,0,5,0,0,0,0,0,7832,0,0,1,1,0,0,1,0,1,0,1,0
0,21,0,0,5,5,5,20,1,0,5411,0,1,0,0,1,1,0,1,0,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,1,0,1,0,0,1,0,1,0
0,12,0,42,21,5,0,0,4,0,7032,1,0,0,0,1,0,1,1,0,0,0,1
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,1,0,1,0,0,1,0
0,12,0,62,21,5,0,0,0,0,7032,0,0,1,1,0,0,1,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,1,0,0,1,0
65,10,20,10,5,0,0,0,0,0,7832,0,1,0,0,1,0,1,1,0,0,0,1
10,5,20,10,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,1,0,0,0,1
10,15,0,0,22,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,1,0,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,0,1,0,1,0,1,0
0,1,0,62,32,5,0,0,0,0,7032,1,0,0,1,0,0,1,0,1,0,0,1
0,40,0,10,5,5,5,5,15,0,5411,1,0,0,0,1,1,0,0,1,0,1,0
10,5,0,0,32,0,15,38,0,0,5691,0,1,0,1,0,0,1,1,0,0,0,1
0,4,0,0,22,22,5,20,1,0,5411,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,61,32,0,15,0,0,0,7032,1,0,0,0,1,1,0,1,0,0,0,1
0,11,69,20,0,0,0,0,0,0,5812,0,0,1,0,1,1,0,0,1,0,0,1
10,12,0,48,21,5,0,0,4,0,7032,0,1,0,0,1,0,1,1,0,0,1,0
0,3,0,61,32,0,10,0,0,0,7032,0,1,0,0,1,1,0,0,1,0,0,1
0,44,0,0,5,0,15,10,0,0,5411,0,1,0,0,1,1,0,1,0,0,0,1
0,28,10,10,5,5,5,0,0,45,5621,0,1,0,0,1,1,0,1,0,0,0,1
10,5,0,0,32,22,0,0,0,31,5983,1,0,0,0,1,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,0,1,0
0,20,10,10,5,5,5,45,0,0,5691,0,1,0,1,0,1,0,1,0,0,1,0
10,5,0,0,32,0,15,38,0,0,5691,0,1,0,0,1,1,0,1,0,1,0,0
0,11,0,42,21,5,0,0,4,0,7032,1,0,0,0,1,1,0,0,1,1,0,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,0,1,0,1,1,0,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,0,1,1,0,0
10,5,0,0,32,0,15,38,0,0,5691,0,0,1,0,1,1,0,1,0,0,0,1
85,0,0,0,0,20,0,0,0,0,7832,0,0,1,0,1,0,1,0,1,1,0,0
0,20,10,10,5,5,5,0,0,45,5621,0,0,1,1,0,1,0,1,0,0,1,0
85,12,0,0,5,38,0,0,1,0,4111,0,0,1,0,1,1,0,0,1,0,1,0
85,10,0,0,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,0,1,0,1,0
10,5,0,0,32,22,0,0,0,31,5983,0,0,1,1,0,1,0,0,1,0,0,1
65,0,0,0,4,20,0,0,0,0,7832,1,0,0,0,1,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,0,1,0
0,0,10,10,5,38,5,0,0,45,4111,0,0,1,1,0,1,0,1,0,0,0,1
0,0,0,45,22,0,15,35,15,0,5691,1,0,0,0,1,1,0,1,0,0,1,0
10,12,0,48,21,5,0,0,4,0,7032,0,1,0,0,1,0,1,0,1,0,0,1
10,25,20,10,5,5,5,5,15,0,5411,0,0,1,0,1,1,0,1,0,0,1,0
65,15,22,10,5,0,0,0,0,0,7832,0,1,0,1,0,0,1,0,1,1,0,0
65,0,0,0,0,20,0,0,0,0,7832,1,0,0,0,1,1,0,0,1,0,1,0
0,44,0,0,5,25,5,20,1,0,5411,0,1,0,1,0,1,0,0,1,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,1,0,1,0,1,0,0
10,25,50,0,32,0,15,0,0,0,5812,0,0,1,1,0,1,0,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,1,0,1,0,1,0,0
5,0,0,0,0,30,0,15,0,15,7832,0,0,1,0,1,1,0,0,1,0,1,0
0,0,0,45,22,0,15,0,15,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,1,0,1,0,0,1,0,0,1
10,0,0,0,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,1,0,0,1,0
10,2,0,0,32,0,15,0,0,38,5621,1,0,0,0,1,0,1,1,0,0,1,0
85,0,10,0,5,0,0,0,0,0,7832,0,0,1,1,0,1,0,1,0,1,0,0
10,0,0,0,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,1,0,0,1,0
0,11,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,0,1,1,0,0,1,0
0,2,0,62,31,5,0,0,0,0,7032,0,0,1,0,1,1,0,0,1,0,0,1
0,40,0,0,5,0,5,45,0,0,5691,0,0,1,0,1,0,1,1,0,1,0,0
0,20,10,10,5,5,5,0,0,45,5621,1,0,0,1,0,1,0,0,1,0,1,0
0,13,69,20,0,0,0,0,0,0,5812,1,0,0,0,1,1,0,1,0,0,0,1
10,5,0,0,32,0,15,38,0,0,5691,0,1,0,1,0,0,1,1,0,0,0,1
10,2,0,0,22,0,15,38,0,0,5691,0,1,0,1,0,1,0,1,0,0,1,0
85,0,10,0,5,0,0,0,0,0,7832,0,1,0,0,1,1,0,0,1,0,1,0
0,21,11,3,3,25,7,22,0,48,5621,0,0,1,1,0,1,0,1,0,0,1,0
85,0,0,0,5,20,0,10,0,0,7832,0,1,0,1,0,1,0,1,0,1,0,0
85,0,0,0,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,1,0,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,1,0,1,0,1,0,1,0,0
0,20,10,10,5,5,5,0,0,45,5621,0,0,1,1,0,1,0,0,1,0,1,0
10,5,0,0,32,20,15,0,0,38,5621,0,1,0,1,0,1,0,0,1,0,1,0
0,44,0,0,25,0,10,0,0,0,5411,1,0,0,1,0,1,0,1,0,0,1,0
0,12,10,3,3,5,7,2,0,48,5621,0,0,1,1,0,1,0,0,1,0,1,0
0,0,10,10,0,0,0,45,0,0,5691,0,0,1,1,0,1,0,1,0,0,1,0
0,22,10,3,3,5,7,48,0,2,5691,1,0,0,1,0,0,1,1,0,1,0,0
65,0,10,0,1,0,0,0,0,0,7832,1,0,0,0,1,0,1,1,0,0,0,1
0,2,0,62,32,2,0,0,0,0,7032,0,0,1,1,0,0,1,0,1,0,0,1
85,0,10,0,5,0,0,0,0,0,7832,1,0,0,1,0,0,1,0,1,0,0,1
0,0,0,0,0,20,0,15,15,0,4111,0,1,0,0,1,1,0,1,0,1,0,0
0,22,10,3,3,5,7,2,0,48,5621,1,0,0,0,1,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,0,1,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,0,1,0,1,0,1,1,0,1,0,0
10,5,0,0,22,0,15,38,0,0,5691,0,0,1,0,1,1,0,1,0,0,1,0
10,5,20,0,32,0,15,0,0,38,5621,1,0,0,1,0,1,0,1,0,0,1,0
0,43,0,0,5,0,0,10,0,0,5812,0,1,0,0,1,0,1,1,0,0,1,0
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,1,0,0,1,0,1,0,0,1
0,2,0,62,32,5,0,0,0,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
10,5,0,0,32,0,15,0,0,38,5621,0,1,0,1,0,0,1,1,0,1,0,0
0,21,0,0,5,38,5,20,1,0,4111,0,0,1,0,1,1,0,1,0,0,1,0
10,5,20,10,32,0,15,0,0,38,5621,0,0,1,1,0,1,0,0,1,0,1,0
0,22,10,3,3,5,7,2,0,48,5621,0,1,0,1,0,1,0,0,1,0,1,0
85,10,10,10,5,0,0,0,0,0,7832,1,0,0,0,1,0,1,0,1,0,0,1
0,0,0,61,22,0,15,10,15,0,7032,0,0,1,0,1,1,0,0,1,1,0,0
0,0,0,45,22,0,15,0,15,0,7032,1,0,0,0,1,1,0,0,1,0,0,1
0,22,10,3,5,5,7,0,0,48,5621,1,0,0,0,1,1,0,0,1,0,1,0
10,20,50,0,15,5,0,0,0,0,5812,0,1,0,1,0,0,1,1,0,0,0,1
0,2,0,62,32,5,0,0,0,0,7032,0,1,0,1,0,0,1,1,0,0,0,1
0,11,69,20,0,0,0,0,0,0,5812,0,0,1,0,1,1,0,1,0,0,1,0
10,5,40,0,0,0,0,0,0,0,5812,0,0,1,1,0,0,1,1,0,1,0,0
0,20,10,0,5,5,7,0,0,45,5621,0,1,0,1,0,0,1,1,0,0,0,1
